Epoch,Accuracy,Validation Accuracy,Loss,Validation Loss
1,0.20516294240951538,0.25357019901275635,3.8194186687469482,3.1619691848754883
2,0.2699512243270874,0.3660745322704315,2.8563528060913086,2.417698621749878
3,0.3704621195793152,0.41205155849456787,2.2420639991760254,2.0337698459625244
4,0.42290425300598145,0.407523512840271,1.952393889427185,2.193319320678711
5,0.4403204619884491,0.4848484992980957,1.8825342655181885,1.8469669818878174
6,0.4516216516494751,0.377568781375885,1.8730361461639404,2.062513828277588
7,0.45603373646736145,0.4858934283256531,1.892581582069397,1.8536821603775024
8,0.45645949244499207,0.47300592064857483,1.887938141822815,1.8371435403823853
9,0.46032974123954773,0.36468130350112915,1.877158522605896,2.053607702255249
10,0.4681863784790039,0.5099268555641174,1.8679184913635254,1.7739405632019043
11,0.47031503915786743,0.5064437389373779,1.8538355827331543,1.7607166767120361
12,0.47445622086524963,0.5148032307624817,1.851423740386963,1.7523341178894043
13,0.4734499454498291,0.5134099721908569,1.8449054956436157,1.7650307416915894
14,0.4794488847255707,0.49773597717285156,1.8249274492263794,1.7951921224594116
15,0.4840157926082611,0.5200278759002686,1.8112081289291382,1.7210140228271484
16,0.48749902844429016,0.5343086123466492,1.7897942066192627,1.6709650754928589
17,0.49233686923980713,0.5221177339553833,1.77159583568573,1.7170861959457397
18,0.4919111430644989,0.5005224943161011,1.7570784091949463,1.7409120798110962
19,0.4922981560230255,0.44305118918418884,1.748772144317627,1.87748122215271
20,0.49729081988334656,0.5116683840751648,1.7361024618148804,1.6955938339233398
21,0.4953169822692871,0.4845001697540283,1.7248603105545044,1.7458804845809937
22,0.4960523247718811,0.5144549012184143,1.7226217985153198,1.689103603363037
23,0.49597492814064026,0.5503308773040771,1.709700584411621,1.5558644533157349
24,0.5030962228775024,0.5332636833190918,1.6894536018371582,1.6292955875396729
25,0.5058053731918335,0.5531173944473267,1.6796863079071045,1.5594117641448975
26,0.49988389015197754,0.5384883284568787,1.676337718963623,1.567294716835022
27,0.5085145831108093,0.5266457796096802,1.6702489852905273,1.628308892250061
28,0.5070438981056213,0.5301288962364197,1.660530924797058,1.589450716972351
29,0.5025156736373901,0.5179380178451538,1.652382493019104,1.6379209756851196
30,0.5106432437896729,0.5144549012184143,1.6545742750167847,1.7046629190444946
31,0.507934033870697,0.5583420395851135,1.6522001028060913,1.5291451215744019
32,0.5138168334960938,0.5123650431632996,1.6347763538360596,1.637566089630127
33,0.5102949142456055,0.5468477606773376,1.625359058380127,1.5383967161178589
34,0.5100240111351013,0.5506792068481445,1.625443696975708,1.522681474685669
35,0.5073534846305847,0.516544759273529,1.6289055347442627,1.637637972831726
36,0.5129653811454773,0.5405781865119934,1.6150529384613037,1.534879207611084
37,0.5096756815910339,0.5409265160560608,1.6141213178634644,1.5491092205047607
38,0.510952889919281,0.5475444197654724,1.6137319803237915,1.509235143661499
39,0.5128880143165588,0.546499490737915,1.6031837463378906,1.5267378091812134
40,0.5103335976600647,0.5795890092849731,1.6018247604370117,1.4530069828033447
41,0.5154810547828674,0.540229856967926,1.5984622240066528,1.5134996175765991
42,0.5155971646308899,0.5569487810134888,1.5899649858474731,1.494154453277588
43,0.5128105878829956,0.5524207353591919,1.5893306732177734,1.4876315593719482
44,0.5134298205375671,0.532567024230957,1.5866425037384033,1.519351840019226
45,0.5164873600006104,0.5524207353591919,1.5800833702087402,1.4681085348129272
46,0.5186160206794739,0.5374433994293213,1.569595456123352,1.5118268728256226
47,0.516874372959137,0.5677464008331299,1.565087080001831,1.4459874629974365
48,0.5181902647018433,0.5433647036552429,1.5627822875976562,1.4821596145629883
49,0.5161777138710022,0.5527690649032593,1.565293550491333,1.4886324405670166
50,0.5183063745498657,0.5628700852394104,1.5586665868759155,1.4446072578430176
