Epoch,Accuracy,Validation Accuracy,Loss,Validation Loss
1,0.26871275901794434,0.2880529463291168,1.7766047716140747,1.7289425134658813
2,0.3064478635787964,0.3636363744735718,1.7138292789459229,1.601264238357544
3,0.3474727272987366,0.4029954671859741,1.6447399854660034,1.5339974164962769
4,0.3799055516719818,0.430163711309433,1.5813615322113037,1.4761862754821777
5,0.4045204818248749,0.46116337180137634,1.5337762832641602,1.4244316816329956
6,0.42499420046806335,0.45419713854789734,1.4935587644577026,1.4283390045166016
7,0.4379208981990814,0.4747474789619446,1.461145281791687,1.4025537967681885
8,0.44740304350852966,0.4918147027492523,1.4353551864624023,1.3684664964675903
9,0.45587894320487976,0.5005224943161011,1.4187476634979248,1.3297150135040283
10,0.4655545949935913,0.49808427691459656,1.3911385536193848,1.3455517292022705
11,0.4732564389705658,0.4994775354862213,1.3738234043121338,1.3370741605758667
12,0.4764300584793091,0.5057471394538879,1.368371605873108,1.3436896800994873
13,0.48072606325149536,0.5148032307624817,1.3554224967956543,1.3179879188537598
14,0.4876151382923126,0.5064437389373779,1.343272089958191,1.310616374015808
15,0.4932270348072052,0.5092302560806274,1.3330174684524536,1.2935774326324463
16,0.4881956875324249,0.5273423790931702,1.3319158554077148,1.2607636451721191
17,0.4936527609825134,0.5047022104263306,1.3224574327468872,1.3000558614730835
18,0.49914854764938354,0.5256008505821228,1.3072165250778198,1.2770757675170898
19,0.5029414296150208,0.5235109925270081,1.3074455261230469,1.259882926940918
20,0.5022834539413452,0.5297805666923523,1.2945904731750488,1.260635495185852
21,0.5064246654510498,0.5214211344718933,1.290857195854187,1.2845969200134277
22,0.5077405571937561,0.5290839672088623,1.2850221395492554,1.2631347179412842
23,0.5060763359069824,0.5377917289733887,1.2829660177230835,1.2399171590805054
24,0.5089403390884399,0.5329153537750244,1.2798322439193726,1.24949312210083
25,0.5150553584098816,0.5329153537750244,1.2696195840835571,1.2369269132614136
26,0.518848180770874,0.5357018709182739,1.2685720920562744,1.2407821416854858
27,0.5167582631111145,0.5531173944473267,1.2622820138931274,1.2181426286697388
28,0.5207059383392334,0.5433647036552429,1.259737253189087,1.2250531911849976
29,0.5222153663635254,0.5520724654197693,1.2536545991897583,1.1974050998687744
30,0.5184611678123474,0.5329153537750244,1.2521297931671143,1.240716576576233
31,0.5246922969818115,0.5339602828025818,1.244795799255371,1.2513877153396606
32,0.5229893922805786,0.5357018709182739,1.2471668720245361,1.2376407384872437
33,0.5267048478126526,0.5559038519859314,1.246412992477417,1.1963413953781128
34,0.5270918607711792,0.5524207353591919,1.2394717931747437,1.212263822555542
35,0.5255050659179688,0.5377917289733887,1.2355518341064453,1.2356438636779785
36,0.5323167443275452,0.5475444197654724,1.2321031093597412,1.20259690284729
37,0.5324715375900269,0.5405781865119934,1.2271122932434082,1.2272757291793823
38,0.5330134034156799,0.5398815870285034,1.221069574356079,1.2118066549301147
39,0.5351033210754395,0.5503308773040771,1.2172409296035767,1.2089787721633911
40,0.5363418459892273,0.5552072525024414,1.2130756378173828,1.2024855613708496
41,0.5373094081878662,0.5562521815299988,1.212854266166687,1.191392421722412
42,0.5359547734260559,0.5510275363922119,1.214635968208313,1.2046438455581665
43,0.5358774065971375,0.5478927493095398,1.218873143196106,1.191311240196228
44,0.5424955487251282,0.5562521815299988,1.2072850465774536,1.1863442659378052
45,0.5390509963035583,0.5520724654197693,1.2076828479766846,1.2047199010849
46,0.5425342321395874,0.5597352981567383,1.2036151885986328,1.1980280876159668
47,0.5431535243988037,0.5579937100410461,1.2000324726104736,1.181674599647522
48,0.5435017943382263,0.5566005110740662,1.202985405921936,1.1982260942459106
49,0.5476043224334717,0.5555555820465088,1.1952134370803833,1.190775752067566
50,0.5473721027374268,0.5611284971237183,1.193053126335144,1.1815253496170044
